,bounding_boxes
363127,"[[1229, 656, 607, 801]]"
363126,"[[1055, 564, 520, 687]]"
363110,"[[1139, 1113, 1506, 849]]"
363111,"[[1084, 1059, 1433, 809]]"
363112,"[[305, 1398, 2672, 480]]"
363113,"[[93, 428, 2761, 1630]]"
363114,"[[60, 17, 2291, 1829]]"
363115,"[[53, 14, 1974, 1576]]"
363116,"[[53, 14, 1993, 1592]]"
363145,"[[1146, 530, 423, 947]]"
363117,"[[71, 20, 2687, 2144]]"
363119,"[[991, 389, 447, 665]]"
363120,"[[1228, 657, 606, 800]]"
363121,"[[1005, 538, 497, 654]]"
363122,"[[1226, 654, 605, 799]]"
363123,"[[1135, 606, 560, 740]]"
363124,"[[1046, 558, 517, 681]]"
363125,"[[1202, 643, 594, 784]]"
363118,"[[76, 20, 2843, 2270]]"
363108,"[[1238, 1209, 1636, 924]]"
363146,"[[1873, 864, 692, 1547]]"
363148,"[[616, 457, 1462, 1212]]"
363169,"[[761, 55, 1606, 1168]]"
363170,"[[809, 59, 1707, 1242]]"
363171,"[[652, 846, 1274, 295]]"
363172,"[[1060, 1376, 2070, 480]]"
363173,"[[641, 832, 1251, 289]]"
363174,"[[754, 980, 1475, 341]]"
363175,"[[706, 918, 1380, 320]]"
363176,"[[1467, 711, 803, 1625]]"
363177,"[[951, 40, 2518, 3578]]"
363178,"[[887, 36, 2346, 3333]]"
363179,"[[561, 24, 1485, 2110]]"
363180,"[[641, 26, 1695, 2409]]"
363181,"[[589, 24, 1562, 2219]]"
363182,"[[628, 26, 1664, 2364]]"
363183,"[[1074, 0, 380, 319]]"
363168,"[[877, 63, 1850, 1345]]"
363167,"[[685, 667, 1008, 275]]"
363166,"[[853, 705, 1314, 399]]"
363165,"[[839, 694, 1294, 393]]"
363149,"[[520, 387, 1234, 1023]]"
363150,"[[613, 454, 1454, 1206]]"
363151,"[[47, 24, 2662, 2214]]"
363152,"[[45, 23, 2529, 2104]]"
363153,"[[1171, 8, 503, 2878]]"
363154,"[[1240, 9, 533, 3046]]"
363155,"[[1070, 8, 458, 2628]]"
363147,"[[628, 465, 1488, 1233]]"
363156,"[[1231, 9, 529, 3023]]"
363158,"[[1813, 0, 971, 4725]]"
363159,"[[1193, 0, 638, 3110]]"
363160,"[[1214, 0, 649, 3162]]"
363161,"[[1092, 0, 584, 2843]]"
363162,"[[1056, 0, 566, 2751]]"
363163,"[[729, 1184, 890, 1648]]"
363164,"[[1103, 1788, 1344, 2490]]"
363157,"[[59, 562, 1998, 1546]]"
362335,"[[49, 98, 2888, 1666]]"
362003,"[[527, 8, 1579, 2550]]"
362333,"[[1073, 875, 995, 241]]"
361503,"[[743, 680, 1714, 540]]"
361504,"[[57, 356, 2041, 1149]]"
361505,"[[62, 385, 2216, 1246]]"
361506,"[[56, 343, 1975, 1112]]"
361507,"[[61, 382, 2199, 1237]]"
361508,"[[67, 414, 2376, 1337]]"
361509,"[[59, 367, 2115, 1191]]"
361510,"[[40, 251, 1438, 809]]"
361511,"[[60, 378, 2169, 1220]]"
361512,"[[853, 528, 1769, 997]]"
361513,"[[843, 522, 1746, 984]]"
361514,"[[851, 528, 1765, 994]]"
361515,"[[642, 397, 1332, 751]]"
361516,"[[791, 489, 1639, 924]]"
361517,"[[1078, 349, 1301, 541]]"
361502,"[[1299, 58, 282, 2354]]"
361518,"[[850, 885, 1298, 612]]"
361501,"[[1166, 53, 254, 2113]]"
361499,"[[1129, 51, 245, 2049]]"
361484,"[[1055, 2, 765, 2868]]"
361485,"[[1180, 555, 551, 1620]]"
361486,"[[1816, 853, 849, 2496]]"
361487,"[[582, 863, 1689, 140]]"
361488,"[[494, 735, 1437, 119]]"
361489,"[[714, 809, 1532, 1242]]"
361490,"[[634, 718, 1360, 1102]]"
361491,"[[957, 443, 488, 608]]"
361492,"[[837, 725, 1285, 1293]]"
361493,"[[739, 641, 1134, 1141]]"
361494,"[[718, 624, 1104, 1110]]"
361495,"[[758, 658, 1164, 1171]]"
361496,"[[794, 688, 1219, 1227]]"
361497,"[[1311, 59, 285, 2376]]"
361498,"[[1406, 63, 306, 2549]]"
361500,"[[1235, 56, 269, 2241]]"
361519,"[[813, 847, 1240, 584]]"
361520,"[[798, 833, 1220, 574]]"
361521,"[[771, 805, 1178, 554]]"
361542,"[[529, 479, 1172, 1623]]"
361543,"[[529, 479, 1172, 1623]]"
361544,"[[1120, 0, 1873, 1464]]"
361545,"[[275, 660, 1837, 583]]"
361546,"[[224, 534, 1490, 473]]"
361547,"[[280, 673, 1874, 595]]"
361548,"[[284, 681, 1897, 603]]"
361549,"[[1071, 55, 842, 1787]]"
361550,"[[1045, 53, 821, 1742]]"
361551,"[[861, 43, 675, 1434]]"
361552,"[[956, 839, 1223, 691]]"
361553,"[[826, 725, 1055, 596]]"
361554,"[[543, 477, 694, 391]]"
361555,"[[803, 705, 1027, 580]]"
361556,"[[908, 799, 1161, 656]]"
361541,"[[526, 477, 1164, 1612]]"
361540,"[[452, 409, 1001, 1387]]"
361539,"[[905, 352, 1051, 1111]]"
361538,"[[1141, 445, 1327, 1402]]"
361522,"[[796, 830, 1214, 573]]"
361523,"[[772, 0, 1354, 2328]]"
361524,"[[1257, 0, 2203, 3789]]"
361525,"[[1084, 0, 1899, 3266]]"
361526,"[[102, 1055, 2977, 181]]"
361527,"[[98, 1022, 2883, 175]]"
361528,"[[900, 695, 1301, 1225]]"
361483,"[[21, 1314, 1665, 209]]"
361529,"[[1380, 1067, 1991, 1876]]"
361531,"[[700, 273, 814, 861]]"
361532,"[[1007, 392, 1169, 1236]]"
361533,"[[1666, 651, 1935, 2044]]"
361534,"[[951, 372, 1106, 1167]]"
361535,"[[1014, 395, 1179, 1245]]"
361536,"[[845, 330, 982, 1036]]"
361537,"[[1016, 396, 1181, 1248]]"
361530,"[[959, 740, 1385, 1305]]"
361557,"[[541, 70, 1236, 1151]]"
361482,"[[28, 1693, 2146, 269]]"
361480,"[[27, 1560, 1975, 247]]"
361426,"[[20, 146, 2961, 2403]]"
361427,"[[19, 133, 2688, 2181]]"
361428,"[[29, 203, 4106, 3333]]"
361429,"[[19, 131, 2630, 2133]]"
361430,"[[19, 131, 2630, 2133]]"
361431,"[[18, 135, 2719, 2206]]"
361432,"[[33, 229, 4607, 3736]]"
361433,"[[31, 220, 4426, 3591]]"
361434,"[[27, 190, 3831, 3107]]"
361435,"[[55, 22, 2949, 2399]]"
361436,"[[50, 21, 2752, 2237]]"
361437,"[[1245, 533, 607, 865]]"
361438,"[[1620, 693, 792, 1125]]"
361439,"[[152, 380, 2584, 2315]]"
361440,"[[147, 368, 2497, 2238]]"
361425,"[[29, 207, 4154, 3369]]"
361441,"[[198, 496, 3368, 3017]]"
361424,"[[963, 770, 1134, 373]]"
361422,"[[601, 744, 1119, 391]]"
361407,"[[1147, 732, 1523, 1637]]"
361408,"[[0, 202, 2235, 1462]]"
361409,"[[1292, 991, 619, 992]]"
361410,"[[1116, 856, 533, 855]]"
361411,"[[1205, 923, 576, 923]]"
361412,"[[1234, 947, 590, 947]]"
361413,"[[248, 542, 1847, 1987]]"
361414,"[[225, 492, 1676, 1801]]"
361415,"[[240, 526, 1789, 1923]]"
361416,"[[1566, 2, 41, 1586]]"
361417,"[[432, 832, 1283, 517]]"
361418,"[[425, 820, 1263, 509]]"
361419,"[[449, 864, 1333, 538]]"
361420,"[[3, 252, 3165, 1940]]"
361421,"[[806, 789, 1548, 365]]"
361423,"[[144, 88, 2269, 2396]]"
361442,"[[146, 367, 2495, 2235]]"
361443,"[[166, 375, 2578, 1037]]"
361444,"[[160, 360, 2466, 992]]"
361465,"[[557, 675, 1261, 270]]"
361466,"[[606, 728, 1831, 553]]"
361467,"[[547, 659, 1655, 499]]"
361468,"[[561, 677, 1699, 512]]"
361469,"[[559, 674, 1692, 510]]"
361470,"[[586, 707, 1775, 536]]"
361471,"[[25, 30, 2744, 2369]]"
361472,"[[24, 30, 2642, 2278]]"
361473,"[[965, 1145, 1021, 116]]"
361474,"[[1019, 26, 814, 2185]]"
361475,"[[825, 21, 658, 1769]]"
361476,"[[922, 22, 736, 1977]]"
361477,"[[27, 1569, 1987, 248]]"
361478,"[[21, 1207, 1528, 191]]"
361479,"[[29, 1675, 2122, 266]]"
361464,"[[731, 886, 1656, 354]]"
361463,"[[923, 408, 898, 667]]"
361462,"[[1143, 1296, 895, 497]]"
361461,"[[988, 1119, 773, 429]]"
361445,"[[1221, 813, 878, 796]]"
361446,"[[1199, 798, 862, 782]]"
361447,"[[1293, 861, 930, 842]]"
361448,"[[1079, 719, 776, 702]]"
361449,"[[1782, 1186, 1282, 1161]]"
361450,"[[1194, 310, 608, 892]]"
361451,"[[1173, 304, 597, 876]]"
361481,"[[27, 1555, 1972, 247]]"
361452,"[[1355, 21, 124, 1611]]"
361454,"[[1259, 781, 331, 1134]]"
361455,"[[2244, 521, 110, 112]]"
361456,"[[3473, 806, 173, 172]]"
361457,"[[2058, 478, 101, 102]]"
361458,"[[3040, 705, 150, 151]]"
361459,"[[1457, 1654, 1142, 634]]"
361460,"[[1131, 1284, 888, 493]]"
361453,"[[1890, 1173, 497, 1699]]"
361558,"[[813, 104, 1851, 1727]]"
361559,"[[782, 101, 1782, 1661]]"
361560,"[[1032, 8, 640, 2025]]"
361658,"[[1004, 309, 860, 895]]"
361659,"[[0, 1174, 3152, 799]]"
361660,"[[1177, 1105, 605, 522]]"
361661,"[[1170, 1099, 603, 520]]"
361662,"[[967, 908, 496, 428]]"
361663,"[[967, 909, 497, 429]]"
361664,"[[1168, 1097, 602, 519]]"
361665,"[[1201, 1127, 616, 531]]"
361666,"[[1136, 1067, 584, 502]]"
361667,"[[1253, 1178, 645, 555]]"
361668,"[[971, 911, 499, 429]]"
361669,"[[970, 911, 498, 430]]"
361670,"[[1145, 1075, 587, 506]]"
361672,"[[871, 818, 448, 386]]"
361673,"[[894, 841, 460, 396]]"
361657,"[[1769, 126, 489, 1670]]"
361674,"[[967, 909, 497, 429]]"
361656,"[[1214, 0, 115, 1044]]"
361654,"[[679, 875, 1170, 1612]]"
361639,"[[43, 0, 1818, 1077]]"
361640,"[[32, 0, 1395, 825]]"
361641,"[[4, 485, 1764, 494]]"
361642,"[[5, 502, 1827, 513]]"
361643,"[[1109, 613, 989, 979]]"
361644,"[[1231, 680, 1098, 1086]]"
361645,"[[974, 539, 869, 861]]"
361646,"[[1268, 700, 1130, 1119]]"
361647,"[[931, 1202, 1608, 2215]]"
361648,"[[588, 760, 1015, 1400]]"
361649,"[[1077, 1390, 1858, 2559]]"
361650,"[[719, 930, 1242, 1710]]"
361651,"[[597, 771, 1030, 1418]]"
361652,"[[952, 1229, 1643, 2264]]"
361653,"[[642, 829, 1107, 1525]]"
361655,"[[1858, 0, 174, 1596]]"
361675,"[[1214, 1141, 624, 537]]"
361676,"[[1201, 1127, 616, 531]]"
361677,"[[330, 1947, 4099, 2148]]"
361698,"[[19, 764, 2634, 674]]"
361699,"[[31, 1322, 4552, 1163]]"
361700,"[[490, 62, 3326, 2289]]"
361701,"[[1152, 549, 1582, 456]]"
361702,"[[8, 100, 1561, 1232]]"
361703,"[[8, 99, 1555, 1229]]"
361704,"[[7, 99, 1529, 1208]]"
361705,"[[9, 108, 1693, 1338]]"
361706,"[[1864, 73, 2427, 2577]]"
361707,"[[1251, 48, 1627, 1729]]"
361708,"[[1092, 13, 562, 2640]]"
361709,"[[1790, 23, 921, 4325]]"
361710,"[[1250, 1041, 873, 169]]"
361711,"[[1220, 1015, 850, 165]]"
361712,"[[1083, 903, 757, 146]]"
361697,"[[1196, 561, 591, 848]]"
361696,"[[22, 366, 1871, 1167]]"
361695,"[[21, 350, 1795, 1121]]"
361694,"[[20, 344, 1764, 1100]]"
361678,"[[187, 1108, 2333, 1223]]"
361679,"[[178, 1055, 2221, 1165]]"
361680,"[[223, 1315, 2768, 1451]]"
361681,"[[549, 81, 2439, 1649]]"
361682,"[[515, 77, 2291, 1549]]"
361683,"[[555, 82, 2469, 1670]]"
361684,"[[569, 85, 2531, 1712]]"
361638,"[[742, 775, 1684, 411]]"
361685,"[[21, 343, 1760, 1098]]"
361687,"[[33, 538, 2754, 1719]]"
361688,"[[19, 327, 1677, 1046]]"
361689,"[[19, 306, 1563, 975]]"
361690,"[[18, 309, 1586, 990]]"
361691,"[[29, 494, 2525, 1575]]"
361692,"[[29, 484, 2477, 1546]]"
361693,"[[19, 322, 1651, 1031]]"
361686,"[[18, 310, 1592, 993]]"
361637,"[[2, 741, 2443, 460]]"
361636,"[[4, 1413, 4666, 879]]"
361635,"[[1482, 1257, 1699, 811]]"
361581,"[[20, 1051, 2862, 382]]"
361582,"[[20, 1030, 2808, 376]]"
361583,"[[1390, 385, 701, 679]]"
361584,"[[1067, 816, 638, 600]]"
361585,"[[1683, 1286, 1008, 949]]"
361586,"[[955, 694, 1280, 457]]"
361587,"[[957, 694, 1282, 457]]"
361588,"[[940, 897, 1300, 232]]"
361589,"[[14, 600, 2937, 1115]]"
361590,"[[0, 0, 1691, 1944]]"
361591,"[[0, 0, 2047, 2350]]"
361592,"[[0, 0, 1688, 1941]]"
361593,"[[0, 0, 1691, 1944]]"
361594,"[[0, 0, 1688, 1941]]"
361595,"[[5, 0, 3679, 2001]]"
361580,"[[21, 1057, 2879, 386]]"
361579,"[[19, 967, 2637, 353]]"
361578,"[[20, 1091, 2976, 398]]"
361577,"[[140, 22, 1427, 1415]]"
361561,"[[35, 1063, 3823, 908]]"
361562,"[[26, 782, 2813, 668]]"
361563,"[[26, 777, 2792, 662]]"
361564,"[[33, 1037, 3729, 886]]"
361565,"[[23, 698, 2509, 596]]"
361566,"[[27, 814, 2926, 695]]"
361567,"[[29, 881, 3168, 752]]"
361596,"[[5, 0, 3845, 2091]]"
361568,"[[969, 538, 1114, 660]]"
361570,"[[912, 506, 1048, 619]]"
361571,"[[1292, 718, 1488, 878]]"
361572,"[[0, 831, 2552, 791]]"
361573,"[[0, 1031, 3167, 980]]"
361574,"[[0, 1262, 3869, 1198]]"
361575,"[[172, 28, 1756, 1741]]"
361576,"[[263, 43, 2678, 2655]]"
361569,"[[962, 535, 1108, 654]]"
361406,"[[1196, 764, 1587, 1706]]"
361597,"[[2, 0, 2613, 1421]]"
361599,"[[4, 0, 3130, 1703]]"
361620,"[[936, 31, 1860, 1469]]"
361621,"[[878, 28, 1743, 1377]]"
361622,"[[878, 28, 1743, 1377]]"
361623,"[[934, 30, 1855, 1465]]"
361624,"[[899, 29, 1784, 1411]]"
361625,"[[903, 30, 1793, 1417]]"
361626,"[[959, 32, 1903, 1504]]"
361627,"[[948, 32, 1881, 1487]]"
361628,"[[870, 28, 1729, 1367]]"
361629,"[[1101, 7, 434, 1816]]"
361630,"[[1627, 11, 641, 2681]]"
361631,"[[1202, 8, 473, 1980]]"
361632,"[[1860, 14, 731, 3063]]"
361633,"[[936, 793, 1072, 511]]"
361634,"[[855, 725, 980, 468]]"
361619,"[[1307, 43, 2596, 2053]]"
361618,"[[1563, 51, 3101, 2453]]"
361617,"[[937, 31, 1863, 1472]]"
361616,"[[927, 30, 1839, 1455]]"
361600,"[[573, 160, 2009, 2660]]"
361601,"[[553, 156, 1943, 2572]]"
361602,"[[1383, 407, 1598, 1403]]"
361603,"[[1138, 334, 1313, 1155]]"
361604,"[[2173, 639, 2509, 2204]]"
361605,"[[1277, 375, 1475, 1295]]"
361606,"[[1624, 1271, 1456, 792]]"
361598,"[[3, 0, 2305, 1255]]"
361607,"[[1485, 1163, 1330, 724]]"
361609,"[[2033, 1592, 1824, 993]]"
361610,"[[1421, 1113, 1274, 693]]"
361611,"[[903, 1143, 1046, 351]]"
361612,"[[1236, 1565, 1431, 479]]"
361613,"[[976, 1236, 1130, 378]]"
361614,"[[988, 1251, 1144, 384]]"
361615,"[[857, 29, 1702, 1344]]"
361608,"[[1494, 1170, 1339, 730]]"
361713,"[[1214, 1011, 847, 165]]"
361405,"[[1062, 679, 1412, 1516]]"
361403,"[[1134, 724, 1505, 1618]]"
361194,"[[1101, 938, 1014, 1052]]"
361195,"[[1183, 751, 1024, 790]]"
361196,"[[736, 8, 1603, 1792]]"
361197,"[[703, 9, 1529, 1709]]"
361198,"[[752, 10, 1634, 1826]]"
361199,"[[550, 7, 1197, 1338]]"
361200,"[[844, 515, 1319, 721]]"
361201,"[[13, 533, 2837, 1527]]"
361202,"[[13, 502, 2669, 1437]]"
361203,"[[14, 552, 2931, 1577]]"
361204,"[[791, 328, 1671, 1444]]"
361205,"[[788, 327, 1664, 1438]]"
361206,"[[270, 440, 2218, 1152]]"
361207,"[[209, 340, 1709, 888]]"
361208,"[[194, 315, 1592, 826]]"
361193,"[[1442, 1228, 1328, 1376]]"
361209,"[[1010, 751, 828, 910]]"
361192,"[[60, 364, 3135, 1678]]"
361190,"[[59, 358, 3092, 1657]]"
361175,"[[11, 635, 1970, 476]]"
361176,"[[9, 509, 1580, 381]]"
361177,"[[11, 645, 2006, 484]]"
361178,"[[51, 56, 2878, 2250]]"
361179,"[[48, 54, 2801, 2190]]"
361180,"[[959, 1032, 1078, 74]]"
361181,"[[978, 1053, 1098, 74]]"
361182,"[[920, 1165, 1073, 364]]"
361183,"[[923, 1169, 1078, 366]]"
361184,"[[1492, 1890, 1741, 591]]"
361185,"[[1372, 355, 1657, 643]]"
361186,"[[143, 753, 2818, 1337]]"
361187,"[[877, 521, 915, 636]]"
361188,"[[995, 591, 1039, 722]]"
361189,"[[948, 562, 988, 687]]"
361191,"[[61, 362, 3120, 1672]]"
361210,"[[1025, 763, 841, 924]]"
361211,"[[993, 738, 815, 895]]"
361212,"[[1614, 1199, 1324, 1454]]"
361233,"[[825, 861, 728, 994]]"
361234,"[[35, 608, 3100, 1235]]"
361235,"[[1118, 652, 589, 1175]]"
361236,"[[20, 704, 1804, 788]]"
361237,"[[19, 685, 1758, 768]]"
361238,"[[21, 797, 2044, 892]]"
361239,"[[20, 732, 1879, 820]]"
361240,"[[22, 784, 2010, 878]]"
361241,"[[19, 727, 1865, 814]]"
361242,"[[2106, 706, 372, 1212]]"
361243,"[[1355, 454, 239, 780]]"
361244,"[[1370, 459, 243, 788]]"
361245,"[[1186, 396, 210, 683]]"
361246,"[[768, 839, 1259, 404]]"
361247,"[[1100, 1200, 1802, 577]]"
361232,"[[696, 727, 614, 837]]"
361231,"[[1252, 1307, 1106, 1506]]"
361230,"[[647, 675, 572, 780]]"
361229,"[[808, 845, 715, 974]]"
361213,"[[1430, 1063, 1174, 1287]]"
361214,"[[50, 1131, 3762, 333]]"
361215,"[[1514, 1483, 1056, 176]]"
361216,"[[1067, 1046, 746, 124]]"
361217,"[[1514, 1483, 1056, 176]]"
361218,"[[938, 920, 655, 108]]"
361219,"[[13, 659, 3283, 963]]"
361174,"[[11, 664, 2067, 499]]"
361220,"[[6, 315, 1575, 462]]"
361222,"[[8, 382, 1907, 560]]"
361223,"[[248, 372, 2092, 1084]]"
361224,"[[798, 832, 704, 961]]"
361225,"[[1120, 1168, 988, 1347]]"
361226,"[[763, 797, 675, 920]]"
361227,"[[695, 724, 614, 837]]"
361228,"[[1020, 1066, 902, 1230]]"
361221,"[[9, 458, 2281, 669]]"
361248,"[[1144, 8, 377, 2266]]"
361173,"[[9, 520, 1619, 391]]"
361171,"[[15, 500, 2925, 1868]]"
361117,"[[1178, 639, 334, 911]]"
361118,"[[1947, 1055, 550, 1505]]"
361119,"[[1326, 717, 374, 1025]]"
361120,"[[834, 885, 1103, 123]]"
361121,"[[637, 797, 1278, 195]]"
361122,"[[725, 906, 1454, 222]]"
361123,"[[746, 931, 1493, 228]]"
361124,"[[805, 1005, 1612, 246]]"
361125,"[[703, 876, 1408, 215]]"
361126,"[[690, 860, 1381, 211]]"
361127,"[[748, 934, 1502, 231]]"
361128,"[[1198, 338, 376, 970]]"
361129,"[[1290, 363, 404, 1045]]"
361130,"[[854, 625, 1172, 1213]]"
361131,"[[690, 505, 944, 978]]"
361116,"[[1238, 670, 351, 957]]"
361132,"[[875, 641, 1199, 1242]]"
361115,"[[1338, 724, 378, 1036]]"
361113,"[[185, 657, 2567, 722]]"
361098,"[[13, 588, 1661, 737]]"
361099,"[[1089, 1252, 1661, 453]]"
361100,"[[1252, 1439, 1907, 520]]"
361101,"[[1133, 1304, 1728, 470]]"
361102,"[[1648, 1895, 2511, 685]]"
361103,"[[1175, 1350, 1789, 487]]"
361104,"[[1127, 1296, 1719, 467]]"
361105,"[[1122, 1290, 1712, 467]]"
361106,"[[1744, 2006, 2659, 725]]"
361107,"[[1771, 2037, 2701, 736]]"
361108,"[[1662, 1910, 2533, 690]]"
361109,"[[1565, 1799, 2386, 650]]"
361110,"[[1775, 2043, 2706, 738]]"
361111,"[[1415, 1030, 426, 502]]"
361112,"[[1128, 821, 339, 400]]"
361114,"[[1279, 692, 361, 989]]"
361133,"[[796, 582, 1092, 1132]]"
361134,"[[24, 658, 1735, 651]]"
361135,"[[27, 746, 1971, 740]]"
361156,"[[0, 1314, 1584, 168]]"
361157,"[[5, 516, 4528, 1259]]"
361158,"[[3, 305, 2677, 744]]"
361159,"[[3, 495, 4345, 1208]]"
361160,"[[22, 326, 2456, 1486]]"
361161,"[[1049, 684, 1094, 420]]"
361162,"[[0, 173, 1809, 833]]"
361163,"[[0, 218, 2300, 1059]]"
361164,"[[1877, 1606, 634, 145]]"
361165,"[[1268, 1086, 429, 98]]"
361166,"[[1227, 1051, 415, 94]]"
361167,"[[1969, 266, 611, 1512]]"
361168,"[[2154, 291, 670, 1657]]"
361169,"[[2166, 293, 673, 1665]]"
361170,"[[1218, 525, 399, 560]]"
361155,"[[0, 1278, 1541, 164]]"
361154,"[[0, 1310, 1578, 168]]"
361153,"[[1358, 998, 158, 420]]"
361152,"[[1369, 593, 1261, 1183]]"
361136,"[[966, 442, 1644, 1197]]"
361137,"[[744, 340, 1268, 922]]"
361138,"[[0, 610, 4199, 2565]]"
361139,"[[0, 454, 3130, 1912]]"
361140,"[[0, 433, 2985, 1824]]"
361141,"[[0, 656, 4514, 2759]]"
361142,"[[0, 662, 4555, 2784]]"
361172,"[[8, 514, 1595, 384]]"
361143,"[[0, 382, 2635, 1610]]"
361145,"[[129, 536, 1977, 258]]"
361146,"[[150, 632, 2328, 303]]"
361147,"[[1383, 489, 1092, 1273]]"
361148,"[[884, 313, 698, 813]]"
361149,"[[1023, 362, 808, 941]]"
361150,"[[943, 656, 1347, 510]]"
361151,"[[841, 585, 1202, 455]]"
361144,"[[164, 688, 2536, 331]]"
361249,"[[1312, 215, 152, 1512]]"
361250,"[[1443, 235, 166, 1664]]"
361251,"[[811, 1375, 3074, 966]]"
361349,"[[1978, 584, 370, 1957]]"
361350,"[[1352, 399, 253, 1337]]"
361351,"[[1084, 321, 203, 1074]]"
361352,"[[1290, 381, 241, 1275]]"
361353,"[[1261, 372, 237, 1249]]"
361354,"[[1343, 397, 252, 1327]]"
361355,"[[1849, 546, 347, 1830]]"
361356,"[[2080, 613, 389, 2058]]"
361357,"[[1123, 709, 448, 804]]"
361358,"[[252, 13, 1703, 2057]]"
361359,"[[244, 14, 1655, 1997]]"
361360,"[[237, 12, 1604, 1937]]"
361361,"[[286, 15, 1931, 2331]]"
361362,"[[958, 574, 938, 785]]"
361363,"[[30, 587, 2376, 411]]"
361348,"[[1209, 357, 226, 1195]]"
361364,"[[34, 703, 2851, 494]]"
361347,"[[1839, 544, 344, 1821]]"
361345,"[[192, 507, 2266, 496]]"
361330,"[[548, 302, 1974, 1354]]"
361331,"[[544, 442, 1993, 938]]"
361332,"[[576, 469, 2112, 994]]"
361333,"[[544, 444, 1999, 941]]"
361334,"[[582, 475, 2137, 1006]]"
361335,"[[1040, 576, 814, 658]]"
361336,"[[825, 457, 645, 521]]"
361337,"[[1041, 577, 814, 659]]"
361338,"[[1050, 583, 821, 664]]"
361339,"[[1272, 1125, 464, 1288]]"
361340,"[[1088, 447, 478, 750]]"
361341,"[[1205, 676, 767, 365]]"
361342,"[[1861, 1044, 1184, 564]]"
361343,"[[1266, 711, 807, 384]]"
361344,"[[232, 618, 2755, 602]]"
361346,"[[206, 547, 2440, 533]]"
361365,"[[25, 489, 2367, 871]]"
361366,"[[34, 638, 3080, 1134]]"
361367,"[[34, 652, 3154, 1160]]"
361388,"[[949, 658, 1062, 534]]"
361389,"[[931, 646, 1041, 522]]"
361390,"[[1006, 699, 1127, 565]]"
361391,"[[965, 668, 1079, 542]]"
361392,"[[1394, 896, 573, 677]]"
361393,"[[1218, 268, 618, 1639]]"
361394,"[[1239, 273, 627, 1667]]"
361395,"[[1845, 408, 935, 2481]]"
361396,"[[9, 1120, 1838, 1329]]"
361397,"[[1345, 473, 282, 844]]"
361398,"[[1331, 470, 280, 835]]"
361399,"[[1329, 468, 280, 833]]"
361400,"[[1089, 696, 1447, 1554]]"
361401,"[[1158, 740, 1538, 1654]]"
361402,"[[1096, 700, 1454, 1563]]"
361387,"[[648, 307, 777, 724]]"
361386,"[[885, 421, 1062, 988]]"
361385,"[[796, 378, 956, 890]]"
361384,"[[582, 277, 698, 649]]"
361368,"[[750, 529, 1381, 445]]"
361369,"[[182, 264, 2231, 1028]]"
361370,"[[232, 337, 2836, 1307]]"
361371,"[[1132, 20, 1091, 1608]]"
361372,"[[42, 1062, 2723, 1083]]"
361373,"[[41, 1022, 2621, 1044]]"
361374,"[[73, 1835, 4705, 1872]]"
361329,"[[595, 1405, 2644, 397]]"
361375,"[[410, 1677, 3918, 1798]]"
361377,"[[256, 1047, 2446, 1124]]"
361378,"[[378, 960, 1858, 498]]"
361379,"[[921, 439, 1107, 1031]]"
361380,"[[931, 443, 1116, 1039]]"
361381,"[[938, 446, 1126, 1047]]"
361382,"[[895, 425, 1075, 1000]]"
361383,"[[929, 442, 1116, 1037]]"
361376,"[[248, 1015, 2369, 1088]]"
361328,"[[600, 1418, 2664, 399]]"
361327,"[[315, 742, 1396, 210]]"
361326,"[[636, 1500, 2818, 422]]"
361272,"[[13, 467, 1844, 1065]]"
361273,"[[12, 459, 1820, 1052]]"
361274,"[[15, 504, 1995, 1153]]"
361275,"[[14, 516, 2039, 1177]]"
361276,"[[11, 389, 1542, 891]]"
361277,"[[1197, 16, 904, 2475]]"
361278,"[[1195, 15, 903, 2473]]"
361279,"[[1205, 15, 910, 2492]]"
361280,"[[911, 11, 689, 1886]]"
361281,"[[1188, 15, 896, 2455]]"
361282,"[[1119, 15, 844, 2311]]"
361283,"[[915, 12, 689, 1889]]"
361284,"[[378, 812, 1908, 506]]"
361285,"[[380, 817, 1921, 510]]"
361286,"[[579, 1244, 2926, 776]]"
361271,"[[14, 505, 2001, 1156]]"
361270,"[[15, 512, 2022, 1168]]"
361269,"[[12, 398, 1576, 911]]"
361268,"[[1052, 985, 1808, 545]]"
361252,"[[393, 667, 1489, 469]]"
361253,"[[421, 713, 1594, 502]]"
361254,"[[611, 381, 1156, 910]]"
361255,"[[39, 568, 4357, 2909]]"
361256,"[[23, 335, 2579, 1723]]"
361257,"[[23, 341, 2617, 1747]]"
361258,"[[25, 373, 2863, 1911]]"
361287,"[[410, 38, 1760, 2557]]"
361259,"[[48, 294, 2483, 1696]]"
361261,"[[507, 721, 1435, 1024]]"
361262,"[[592, 840, 1674, 1194]]"
361263,"[[956, 953, 1214, 75]]"
361264,"[[755, 751, 958, 60]]"
361265,"[[755, 751, 958, 60]]"
361266,"[[793, 789, 1006, 62]]"
361267,"[[1068, 999, 1837, 554]]"
361260,"[[604, 858, 1710, 1221]]"
361404,"[[1225, 781, 1625, 1748]]"
361288,"[[6, 556, 1355, 793]]"
361290,"[[9, 726, 1771, 1038]]"
361311,"[[6, 75, 2394, 1143]]"
361312,"[[9, 99, 3123, 1490]]"
361313,"[[7, 76, 2393, 1142]]"
